Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
Hyundai Grand i10 CRDi Sportz,Kathmandu,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,16.695
Hyundai Xcent 1.2 VTVT E Plus,Hetauda,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,22.5
Hyundai i10 Era,Itahari,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,8.955
Honda Amaze S i-Vtech,Bharatpur,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,19.125
Audi A6 2.7 TDI,Itahari,2009,78000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,36
Hyundai i10 Magna 1.2 iTech SE,Bharatpur,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.275
Renault KWID RXT Optional,Hetauda,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,15.75
Audi A4 New 2.0 TDI Multitronic,Birjung,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,72
Maruti Alto 800 LXI Airbag,Birjung,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,12.375
Honda City i VTEC VX Option,Kathmandu,2015,53000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,31.275
Mercedes-Benz New C-Class C250 Avantgarde,Kathmandu,2011,64000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,56.25
Audi Q5 3.0 TDI Quattro Technology,Janakpur,2017,43827,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,165.735
Volkswagen Polo 1.2 MPI Comfortline,Hetauda,2011,36431,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,12.15
Hyundai Creta 1.4 E Plus Diesel,Bharatpur,2017,35000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,44.55
Honda City 1.5 V MT,Ratnanagar,2011,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,17.235
Honda City 1.5 S MT,Janakpur,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,23.625
Maruti S Cross DDiS 320 Alpha,Butwal,2016,45194,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,34.875
Maruti SX4 Vxi BSIV,Bharatpur,2010,66000,Petrol,Manual,Second,16.51 kmpl,1586 CC,103.2 bhp,5,11.07
Maruti Swift Dzire VDI,Butwal,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,17.82
Maruti Ertiga ZDI,Pokhara,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,37.125
Hyundai i20 1.2 Spotz,Janakpur,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,34.11
Hyundai Grand i10 CRDi Magna,Nepaljung,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,17.955
Honda City i VTEC SV,Kathmandu,2014,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,28.125
Skoda Rapid 1.6 TDI Elegance,Nepaljung,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,22.5
Mercedes-Benz E-Class E270 CDI,Nepaljung,2005,102000,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5,20.925
Hyundai Santa Fe 4WD AT,Janakpur,2016,28881,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,96.165
Maruti Alto LXi,Nepaljung,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,7.875
ISUZU D-MAX V-Cross 4X4,Janakpur,2018,20422,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,72.405
Hyundai Verna 1.4 CRDi GL,Butwal,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,18.45
Ford Figo Diesel ZXI,Janakpur,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,16.02
Honda City 1.5 S MT,Hetauda,2010,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,18.945
Maruti Swift VDI BSIV W ABS,Janakpur,2016,70478,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,30.87
Hyundai Verna 1.6 CRDi S,Kathmandu,2015,57000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,29.7
Hyundai Creta 1.6 SX Plus Petrol Automatic,Janakpur,2018,32434,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,64.575
Ford Ecosport 1.5 DV5 MT Titanium,Nepaljung,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,42.75
BMW X6 xDrive30d,Kathmandu,2011,59000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,98.55
BMW 5 Series 2013-2017 520d Luxury Line,Janakpur,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,137.025
Ford Figo Aspire 1.5 TDCi Ambiente,Nepaljung,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,22.95
Hyundai Verna VTVT 1.6 AT EX,Hetauda,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,24.48
Ford Ikon 1.4 TDCi DuraTorq,Birjung,2010,135000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5,7.2
Audi A6 2011-2015 2.0 TDI,Ratnanagar,2014,54862,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,75.015
Honda CR-V Sport,Nepaljung,2010,67758,Petrol,Manual,First,10.8 kmpl,2354 CC,null bhp,5,42.75
Hyundai i20 2015-2017 Sportz AT 1.4,Hetauda,2012,56200,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,17.325
Toyota Fortuner 2.8 4WD MT,Ratnanagar,2011,169006,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,47.88
Renault KWID RXT,Biratnagar,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,15.75
Chevrolet Spark 1.0 LT,Pokhara,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5,4.95
Hyundai Verna Transform VTVT,Nepaljung,2011,51500,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5,11.7
BMW 3 Series 320d Sport Line,Nepaljung,2012,69000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,83.25
Hyundai Santro Xing XP,Biratnagar,2004,167000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,6.075
Maruti Swift Dzire VDI,Nepaljung,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,35.775
Hyundai Xcent 1.2 CRDi E Plus,Birjung,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,24.705
Honda Jazz V CVT,Bharatpur,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,31.275
Tata Indigo LS,Birjung,2008,300000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,4.5
Ford Fiesta Classic 1.4 Duratorq CLXI,Pokhara,2013,123000,Diesel,Manual,Second,17.8 kmpl,1399 CC,67 bhp,5,20.025
Maruti S-Cross Alpha DDiS 200 SH,Butwal,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,31.455
Maruti SX4 Zxi with Leather BSIII,Janakpur,2008,77325,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5,15.795
Maruti Baleno Zeta Automatic,Ratnanagar,2018,25858,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,33.93
Maruti Ritz LDi,Biratnagar,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,16.425
Hyundai Elantra CRDi SX AT,Itahari,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5,72
Chevrolet Spark 1.0 LT,Butwal,2012,11000,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5,6.3
Hyundai i20 1.2 Spotz,Bharatpur,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,29.025
Hyundai Xcent 1.1 CRDi Base,Nepaljung,2016,106092,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,19.8
Honda Jazz 1.2 V CVT i VTEC,Kathmandu,2015,27000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,26.775
Honda Brio S MT,Itahari,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,17.55
Mercedes-Benz E-Class E250 CDI Avantgrade,Janakpur,2016,39753,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,158.76
Tata Hexa XT,Hetauda,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7,64.125
Hyundai Xcent 1.1 CRDi Base,Hetauda,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,20.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hetauda,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,33.75
Tata Nano XTA,Janakpur,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,15.345
Honda Brio VX,Hetauda,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,14.625
Maruti Ertiga SHVS ZDI Plus,Nepaljung,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,37.35
Hyundai i10 Sportz 1.2,Biratnagar,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,15.525
Hyundai Santro Xing XO,Nepaljung,2007,57309,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,9.45
Mahindra XUV500 W10 2WD,Bharatpur,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,53.775
Volkswagen Vento Diesel Highline,Nepaljung,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,19.125
Tata Safari Storme 2012-2015 VX,Nepaljung,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,37.125
Honda Accord 2.4 Elegance M/T,Nepaljung,2010,119000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,26.775
Maruti Eeco 7 Seater Standard,Janakpur,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,19.35
Maruti Swift VDI,Itahari,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,17.55
Maruti Baleno Zeta Automatic,Hetauda,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,28.845
Mahindra XUV500 W8 2WD,Janakpur,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,37.62
Hyundai Xcent 1.2 Kappa S,Pokhara,2014,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,17.325
Mercedes-Benz New C-Class C 220 CDI Style,Nepaljung,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,162
Skoda Superb 1.8 TSI MT,Butwal,2011,54895,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5,33.75
Volkswagen CrossPolo 1.5 TDI,Nepaljung,2015,80768,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,25.65
Maruti Ignis 1.2 Delta,Ratnanagar,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,24.75
Maruti Swift VDI BSIV,Pokhara,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,26.55
Honda City i VTEC VX Option,Bharatpur,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,34.875
BMW 5 Series 530d Highline Sedan,Itahari,2010,68000,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,81
Skoda Laura Ambiente,Nepaljung,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,19.8
Volkswagen Polo GT TSI,Janakpur,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,37.215
Renault Duster 85PS Diesel RxL,Itahari,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,21.375
Honda City 1.5 S AT,Nepaljung,2008,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,17.1
Volkswagen Vento Diesel Highline,Itahari,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,15.3
Hyundai Grand i10 Sportz,Hetauda,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,21.15
Ford Fiesta 1.4 ZXi Duratec,Hetauda,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,6.705
Hyundai Xcent 1.1 CRDi S,Bharatpur,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,20.25
Honda Amaze VX i-DTEC,Nepaljung,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,24.3
Honda City i VTEC CVT VX,Nepaljung,2016,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,51.75
Renault Fluence 1.5,Hetauda,2012,56000,Diesel,Manual,Second,20.4 kmpl,1461 CC,108.5 bhp,5,15.75
BMW 5 Series 520d Luxury Line,Itahari,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,74.25
Maruti SX4 ZXI MT BSIV,Bharatpur,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,17.55
Honda City ZX CVT,Nepaljung,2007,81000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,14.625
Volkswagen Ameo 1.2 MPI Comfortline,Ratnanagar,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,26.28
Volkswagen Ameo 1.2 MPI Comfortline,Nepaljung,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,25.875
Audi A4 2.0 TDI Multitronic,Kathmandu,2010,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,45
Maruti Wagon R VXI,Bharatpur,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,4.725
Hyundai Verna SX CRDi AT,Kathmandu,2013,51000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,25.38
Mercedes-Benz GLC 220d 4MATIC Style,Janakpur,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,229.365
BMW 3 Series Luxury Line,Bharatpur,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,134.775
Honda Mobilio V Option i DTEC,Bharatpur,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7,21.825
Hyundai Creta 1.6 CRDi AT SX Plus,Nepaljung,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,65.25
Honda City 1.5 S MT,Nepaljung,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,24.75
Ford Fiesta 1.4 TDCi EXI,Biratnagar,2011,85000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,14.4
Maruti Swift Dzire LDI,Pokhara,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,20.25
Mercedes-Benz E-Class E250 CDI Launch Edition,Janakpur,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,138.24
Chevrolet Captiva LT,Birjung,2009,232000,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7,15.75
Toyota Innova 2.5 V Diesel 7-seater,Biratnagar,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,31.455
Mahindra Quanto C8,Ratnanagar,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,15.525
Honda City i VTEC V,Ratnanagar,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,29.565
Audi A4 2.0 TDI 177 Bhp Premium Plus,Butwal,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,78.75
Volkswagen Polo Diesel Comfortline 1.2L,Kathmandu,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,16.875
Ford EcoSport 1.5 Petrol Titanium Plus AT,Hetauda,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5,44.955
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Butwal,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,36.9
Honda City 1.5 EXI,Birjung,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5,4.95
Maruti SX4 Green Vxi (CNG),Ratnanagar,2015,61000,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,5,17.505
Maruti Alto 800 2016-2019 LXI Optional,Pokhara,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,11.025
Mercedes-Benz M-Class ML 320 CDI,Hetauda,2009,53000,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5,61.875
Maruti Swift Dzire LDI,Butwal,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,13.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Itahari,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,41.625
Volvo S60 D5 Summum,Bharatpur,2013,31000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5,79.425
Toyota Fortuner 4x2 AT,Kathmandu,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,82.125
Hyundai i20 Sportz Option Diesel,Ratnanagar,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,15.525
Audi A4 35 TDI Premium,Biratnagar,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,106.875
Nissan Terrano XV D Pre,Bharatpur,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5,24.525
Maruti Celerio ZXI AMT,Janakpur,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,23.625
Maruti Esteem Vxi,Kathmandu,2005,69496,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,4.95
Hyundai i10 Sportz AT,Kathmandu,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,13.05
BMW 3 Series 320d,Nepaljung,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,63.9
Hyundai Grand i10 Sportz,Ratnanagar,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,26.1
Hyundai Grand i10 Asta Option AT,Janakpur,2017,28052,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,32.49
Hyundai Grand i10 1.2 Kappa Sportz,Janakpur,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,21.915
Volkswagen Polo 1.2 MPI Comfortline,Kathmandu,2013,63000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,14.85
Honda City ZX EXi,Nepaljung,2007,91000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,13.5
Mercedes-Benz GLA Class 200 CDI,Nepaljung,2014,30000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,117
Maruti Omni 8 Seater BSIV,Nepaljung,2017,24571,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,13.05
Hyundai Verna 1.6 SX VTVT AT,Biratnagar,2014,45000,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5,33.75
Maruti Alto 800 LXI,Nepaljung,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,10.62
Maruti Vitara Brezza ZDi Plus Dual Tone,Janakpur,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,51.255
Mahindra XUV500 W8 2WD,Ratnanagar,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,31.59
Maruti Vitara Brezza ZDi,Kathmandu,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,36
Hyundai i20 1.2 Spotz,Ratnanagar,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,31.995
Mercedes-Benz E-Class 250 D W 210,Bharatpur,1998,55300,Diesel,Automatic,First,10.0 kmpl,1796 CC,157.7 bhp,5,17.55
Maruti Alto LXi,Nepaljung,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,9.675
Honda Amaze S i-Vtech,Butwal,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,14.625
Land Rover Range Rover Sport HSE,Ratnanagar,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,317.97
Hyundai Grand i10 CRDi Magna,Bharatpur,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,20.745
Honda Civic 2006-2010 1.8 S MT,Bharatpur,2008,87000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,10.575
Hyundai Grand i10 CRDi Magna,Pokhara,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,18.225
Maruti 800 AC Uniq,Birjung,2009,22100,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,3.6
Toyota Etios Liva Diesel,Nepaljung,2014,59589,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,25.2
Hyundai i20 Magna 1.4 CRDi,Kathmandu,2015,44000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,24.075
Maruti Alto K10 VXI,Bharatpur,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,14.625
BMW X1 sDrive20d,Hetauda,2012,66000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,51.75
Maruti Celerio VXI AT,Hetauda,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,19.125
Skoda Superb Elegance 1.8 TSI AT,Bharatpur,2009,35000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5,20.025
Mahindra Xylo E4,Hetauda,2009,70000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,12.825
Mahindra XUV500 W8 2WD,Kathmandu,2014,86000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,35.325
Maruti Swift Dzire VXI,Hetauda,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,23.85
Ford Ecosport 1.0 Ecoboost Platinum Edition,Bharatpur,2017,15000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,36
Toyota Corolla Altis Diesel D4DG,Janakpur,2014,69918,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,42.435
Hyundai i20 2015-2017 1.2 Magna,Hetauda,2012,39000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,12.375
Renault Captur 1.5 Diesel Platine Mono,Bharatpur,2018,1011,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5,60.75
Mercedes-Benz E-Class 280 CDI,Nepaljung,2009,85000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,44.955
Maruti Baleno RS 1.0 Petrol,Pokhara,2017,46663,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,31.275
Nissan Sunny 2011-2014 XL AT Special Edition,Pokhara,2015,27000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,30.375
Hyundai Grand i10 AT Asta,Pokhara,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,24.75
Maruti Ciaz Zeta,Ratnanagar,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,41.31
Hyundai Xcent 1.2 Kappa S,Birjung,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,18.675
Hyundai Verna 1.6 SX CRDi (O),Itahari,2012,52000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,29.25
Maruti Wagon R VXI 1.2,Ratnanagar,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,18.495
Hyundai Verna CRDi,Nepaljung,2008,90000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5,10.125
Toyota Etios Liva G,Ratnanagar,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,20.52
Mahindra Xylo E4 ABS BS III,Hetauda,2013,167362,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,18
Toyota Etios Liva GD,Janakpur,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,23.715
Mahindra Thar DI 4X4,Ratnanagar,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,40.995
Nissan X-Trail SLX MT,Hetauda,2010,128000,Diesel,Manual,Second,14.42 kmpl,1995 CC,147.6 bhp,5,27.9
Toyota Innova Crysta 2.8 ZX AT,Ratnanagar,2017,26023,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,89.865
Hyundai Creta 1.4 CRDi S,Kathmandu,2016,42784,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,45.765
Maruti Swift VDI,Hetauda,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,20.25
Hyundai Verna 1.6 CRDI SX Option,Ratnanagar,2019,30529,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,64.26
Maruti Alto LXi BSIII,Ratnanagar,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,11.115
Maruti S Cross DDiS 200 Alpha,Itahari,2016,58000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,35.55
Hyundai EON Era,Nepaljung,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,10.35
Nissan Terrano XL,Nepaljung,2013,63220,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,29.25
Hyundai EON Era,Nepaljung,2016,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,14.625
Tata Zest Quadrajet 1.3 XT,Biratnagar,2017,27768,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5,26.325
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Nepaljung,2014,53000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5,130.5
Audi Q5 2.0 TDI Premium Plus,Janakpur,2014,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,115.695
